,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,cedar city,37.6775,-113.0619,48.4,61,0,10.36,US,1655194849
363,sioux lookout,50.1001,-91.917,57.27,88,100,10.36,CA,1655194851
364,shigony,53.3875,48.6777,72.79,56,100,7.74,RU,1655194853
365,constantine,36.365,6.6147,83.61,24,0,2.3,DZ,1655194854
366,batagay,67.6333,134.6333,67.89,33,100,3.31,RU,1655194856
367,tonekabon,36.8163,50.8738,82.35,69,1,7.99,IR,1655194858
368,faanui,-16.4833,-151.75,80.29,65,45,20.85,PF,1655194859
369,shenjiamen,29.9576,122.298,74.64,78,57,2.89,CN,1655194860
370,karabulak,43.3036,44.8964,70.79,56,97,6.29,RU,1655194861
371,okhotsk,59.3833,143.3,45.19,88,100,8.61,RU,1655194862
372,saldanha,-33.0117,17.9442,55.45,73,65,17.38,ZA,1655194864
373,loukhi,66.0764,33.0381,65.8,52,82,6.62,RU,1655194865
374,saint-joseph,-21.3667,55.6167,79.18,68,25,13.22,RE,1655194866
375,ust-nera,64.5667,143.2,53.98,76,100,3.11,RU,1655194868
376,kaspiysk,42.8816,47.6392,80.78,47,51,18.01,RU,1655194869
377,araouane,18.9048,-3.5265,95.16,23,20,9.95,ML,1655194870
378,ignacio zaragoza,28.3833,-107.2167,61.9,68,99,0.47,MX,1655194873
379,tevriz,57.509,72.4042,61.43,80,83,7.63,RU,1655194874
380,palauig,15.435,119.9045,86.23,72,37,5.93,PH,1655194875
381,council bluffs,41.2619,-95.8608,82.76,71,40,25.32,US,1655194788
382,makakilo city,21.3469,-158.0858,77.32,67,0,16.11,US,1655194879
383,ixtapa,20.7,-105.2,80.22,69,40,5.75,MX,1655194748
384,yakima,46.4665,-120.6678,53.53,61,0,16.11,US,1655194864
385,kaiyuan,23.6977,103.3037,64.36,93,100,4.05,CN,1655194882
386,lagoa,39.05,-27.9833,61.7,77,46,3.22,PT,1655194883
387,jacareacanga,-6.2222,-57.7528,69.01,100,50,0.74,BR,1655194885
388,umm lajj,25.0213,37.2685,89.13,49,0,13.96,SA,1655194638
389,te anau,-45.4167,167.7167,38.89,84,75,6.29,NZ,1655194887
390,hobbs,32.7026,-103.136,81.19,31,66,13.0,US,1655194888
391,havelock,34.8791,-76.9013,82.38,94,75,6.91,US,1655194889
392,belmonte,-15.8631,-38.8828,71.96,84,100,11.9,BR,1655194890
393,ila,63.4305,10.3705,54.91,81,100,3.0,NO,1655194892
394,davila,18.4726,120.5763,87.78,73,90,9.33,PH,1655194893
395,greensburg,40.3015,-79.5389,69.91,96,75,13.0,US,1655194717
396,luebo,-5.35,21.4167,85.93,40,28,0.74,CD,1655194895
397,kutum,14.2,24.6667,80.31,42,100,2.42,SD,1655194896
398,vestmannaeyjar,63.4427,-20.2734,47.39,87,100,12.66,IS,1655194897
399,neka,36.6508,53.299,83.71,54,40,6.91,IR,1655194898
400,guanica,17.9716,-66.908,77.05,83,4,6.93,PR,1655194900
401,vostok,46.4856,135.8833,75.43,43,8,4.32,RU,1655194901
402,mayo,38.8876,-76.5119,77.41,93,75,0.0,US,1655194903
403,salalah,17.0151,54.0924,89.69,74,40,16.11,OM,1655194904
404,norman wells,65.282,-126.8329,39.24,93,40,3.44,CA,1655194905
405,odweyne,9.4092,45.064,84.47,35,85,21.83,SO,1655194906
406,terrak,65.087,12.3715,49.87,96,100,7.36,NO,1655194908
407,iki-burul,45.8208,44.6472,84.2,23,66,15.61,RU,1655194870
408,katherine,-14.4667,132.2667,84.52,16,4,10.36,AU,1655194910
409,svebolle,55.6518,11.2866,60.78,76,100,20.62,DK,1655194911
410,linjiang,41.8069,126.9078,72.63,53,100,1.7,CN,1655194913
411,abu kamal,34.4506,40.9171,86.54,31,0,7.81,SY,1655194914
412,mbandaka,0.0487,18.2603,77.97,74,100,3.44,CD,1655194915
413,anadyr,64.75,177.4833,34.3,93,75,4.47,RU,1655194916
414,aasiaat,68.7098,-52.8699,30.33,82,57,8.48,GL,1655194918
415,bamako,12.65,-8.0,79.21,83,0,4.61,ML,1655194919
416,khasan,42.4308,130.6434,56.73,82,91,9.69,RU,1655194920
417,bandarbeyla,9.4942,50.8122,91.63,44,78,24.43,SO,1655194922
418,quatre cocos,-20.2078,57.7625,78.91,62,76,19.1,MU,1655194923
419,carepa,7.7585,-76.6525,72.39,98,100,2.95,CO,1655194925
420,sawtell,-30.3833,153.1,60.82,77,0,6.91,AU,1655194926
421,hualmay,-11.0964,-77.6139,61.43,83,61,9.37,PE,1655194928
422,peniche,39.3558,-9.3811,67.08,86,100,3.49,PT,1655194929
423,kamien pomorski,53.9685,14.7726,57.56,69,99,17.85,PL,1655194930
424,zhongshu,24.5167,103.7667,59.99,91,100,4.47,CN,1655194931
425,drayton valley,53.2168,-114.9854,50.31,96,100,11.54,CA,1655194932
426,quebrangulo,-9.3189,-36.4711,65.73,96,27,2.37,BR,1655194933
427,kano,12.0001,8.5167,82.29,69,0,13.8,NG,1655194695
428,sao filipe,14.8961,-24.4956,73.56,75,96,12.71,CV,1655194936
429,kotelnikovo,47.6317,43.1461,83.43,24,86,12.12,RU,1655194937
430,otse,-25.0167,25.7333,57.87,39,41,4.23,BW,1655194938
431,shimoda,34.6667,138.95,64.76,91,100,18.3,JP,1655194939
432,yinchuan,38.4681,106.2731,93.04,8,0,5.21,CN,1655194940
433,russell,32.3502,-85.1999,81.63,89,0,0.0,US,1655194942
434,pirai do sul,-24.5261,-49.9486,41.02,99,29,3.76,BR,1655194943
435,sao joao da barra,-21.6403,-41.0511,64.65,78,100,11.36,BR,1655194944
436,coihaique,-45.5752,-72.0662,39.81,93,0,4.61,CL,1655194741
437,bowen,-20.0167,148.2333,67.6,75,16,12.12,AU,1655194946
438,inhambane,-23.865,35.3833,74.64,67,0,10.76,MZ,1655194947
439,three hills,51.7001,-113.2686,51.87,94,100,13.8,CA,1655194949
440,pachino,36.7186,15.0907,75.9,54,0,5.17,IT,1655194950
441,jacksonville,30.3322,-81.6556,80.71,89,40,10.36,US,1655194925
442,teguldet,57.3064,88.1667,86.56,35,66,9.08,RU,1655194952
443,atar,20.5169,-13.0499,90.01,33,1,2.44,MR,1655194953
444,grand gaube,-20.0064,57.6608,79.2,49,90,11.99,MU,1655194954
445,inuvik,68.3499,-133.7218,40.06,81,75,8.05,CA,1655194955
446,balkanabat,39.5108,54.3671,97.7,16,54,2.19,TM,1655194957
447,lerwick,60.1545,-1.1494,51.8,95,100,16.46,GB,1655194958
448,bajil,15.0584,43.2851,97.65,38,99,5.97,YE,1655194959
449,iquitos,-3.7481,-73.2472,64.44,100,75,2.3,PE,1655194960
450,dong hoi,17.4833,106.6,85.41,78,100,7.02,VN,1655194962
451,marsa matruh,31.3525,27.2453,78.91,61,0,12.46,EG,1655194964
452,bintulu,3.1667,113.0333,90.01,58,20,6.91,MY,1655194966
453,nabire,-3.3667,135.4833,82.06,80,97,1.95,ID,1655194967
454,ponerihouen,-21.0833,165.4,73.2,90,99,8.03,NC,1655194968
455,magadan,59.5667,150.8,54.54,84,100,8.19,RU,1655194969
456,agadez,19.75,10.25,94.44,14,6,19.55,NE,1655194971
457,aklavik,68.2191,-135.0107,43.79,71,100,6.08,CA,1655194972
458,puerto escondido,15.85,-97.0667,77.14,87,100,4.68,MX,1655194723
459,watsa,3.0372,29.5355,78.4,60,74,1.25,CD,1655194975
460,honiara,-9.4333,159.95,79.52,86,89,7.31,SB,1655194976
461,gardone val trompia,45.6942,10.187,78.01,49,42,3.27,IT,1655194977
462,taltal,-25.4,-70.4833,54.36,81,19,4.45,CL,1655194979
463,boa vista,2.8197,-60.6733,75.18,88,75,3.44,BR,1655194791
464,souillac,-20.5167,57.5167,79.18,50,40,18.41,MU,1655194981
465,kungurtug,50.5994,97.5228,74.03,48,87,2.26,RU,1655194982
466,charters towers,-20.1,146.2667,63.07,60,0,8.63,AU,1655194983
467,nalut,30.3333,10.85,76.87,27,0,10.22,LY,1655194984
468,vicosa,-20.7539,-42.8819,46.18,94,95,3.58,BR,1655194987
469,asilah,35.465,-6.0348,75.16,77,54,4.65,MA,1655194988
470,zyryanka,65.75,150.85,70.81,32,100,18.81,RU,1655194990
471,sambava,-14.2667,50.1667,73.02,84,100,8.48,MG,1655194992
472,awbari,26.5921,12.7805,86.13,19,1,8.28,LY,1655194993
473,barguzin,53.6167,109.6167,79.65,32,40,10.71,RU,1655194994
474,salamanca,40.8333,-6.0,83.75,28,97,9.75,ES,1655194995
475,roebourne,-20.7833,117.1333,79.75,37,6,11.12,AU,1655194996
476,yerbogachen,61.2767,108.0108,69.39,49,98,8.7,RU,1655194998
477,broken hill,-31.95,141.4333,53.24,45,0,11.9,AU,1655194999
478,viedma,-40.8135,-62.9967,50.04,50,100,11.32,AR,1655195000
479,goundam,16.4145,-3.6708,95.27,30,17,12.21,ML,1655195001
480,barauna,-5.08,-37.6167,67.75,94,0,6.89,BR,1655195002
481,aquiraz,-3.9014,-38.3911,77.09,83,85,8.28,BR,1655195004
482,port keats,-14.25,129.55,87.64,19,8,8.34,AU,1655195005
483,cabinda,-5.55,12.2,77.04,70,98,7.4,AO,1655195007
484,abingdon,51.6711,-1.2828,65.19,70,20,2.3,GB,1655195009
485,plettenberg bay,-34.0527,23.3716,64.45,45,77,14.0,ZA,1655195010
486,kailua,21.4022,-157.7394,78.78,77,20,12.66,US,1655195012
487,thinadhoo,0.5333,72.9333,83.68,71,32,4.94,MV,1655195014
488,matamoros,25.5333,-103.25,81.14,33,90,4.97,MX,1655195015
489,ipixuna,-1.7625,-48.8043,71.31,98,47,3.09,BR,1655195016
490,greenville,35.6127,-77.3663,78.84,92,40,4.61,US,1655194916
491,sao paulo de olivenca,-3.3783,-68.8725,66.85,99,90,1.3,BR,1655195018
492,manokwari,-0.8667,134.0833,83.08,72,83,8.48,ID,1655195019
493,krasnoselkup,65.7,82.4667,73.08,53,99,8.46,RU,1655195021
494,sharan,54.8167,54.0,67.57,60,70,6.08,RU,1655195022
495,aksu,41.1231,80.2644,94.57,10,74,6.26,CN,1655195023
496,volokolamsk,56.0336,35.9694,71.6,60,100,9.19,RU,1655194826
497,cayenne,4.9333,-52.3333,76.08,1,100,0.0,GF,1655195026
498,maceio,-9.6658,-35.7353,72.84,88,75,4.61,BR,1655194742
499,myitkyina,25.3833,97.4,75.92,98,100,1.57,MM,1655195030
500,porbandar,21.6422,69.6093,89.15,61,41,10.65,IN,1655195032
501,pravokumskoye,44.7694,44.6472,84.97,30,50,15.43,RU,1655195033
502,tsiroanomandidy,-18.7667,46.0333,75.34,44,0,5.17,MG,1655195034
503,bilibino,68.0546,166.4372,61.81,34,30,14.9,RU,1655195035
504,auki,-8.7676,160.7034,79.18,83,2,4.83,SB,1655195036
505,ponnani,10.767,75.9252,87.12,67,72,9.51,IN,1655195038
506,henties bay,-22.116,14.2845,61.11,71,15,4.43,NA,1655195041
507,pangody,65.85,74.4859,61.54,72,100,13.69,RU,1655195042
508,gorontalo,0.5412,123.0595,82.54,87,100,1.74,ID,1655195043
509,saint-francois,46.4154,3.9054,67.44,56,0,3.44,FR,1655195044
510,wakkanai,45.4094,141.6739,58.98,82,20,9.22,JP,1655195045
511,nantucket,41.2835,-70.0995,64.45,88,67,15.37,US,1655194898
512,orshanka,56.9161,47.8933,72.48,48,0,5.7,RU,1655195048
513,kyshtovka,56.555,76.6271,68.13,70,100,3.29,RU,1655195050
514,fare,-16.7,-151.0167,79.99,66,7,20.89,PF,1655195051
515,aksarka,66.5606,67.7975,48.94,62,98,10.4,RU,1655195053
516,kasli,55.8909,60.7616,68.7,46,47,6.58,RU,1655195054
517,ust-kuyga,70.0167,135.6,62.89,61,100,1.36,RU,1655195055
518,mogadishu,2.0371,45.3438,82.15,73,13,19.93,SO,1655194849
519,turukhansk,65.8167,87.9833,74.17,48,86,7.31,RU,1655195057
520,mwinilunga,-11.7358,24.4293,71.35,37,0,4.94,ZM,1655195058
521,chimbote,-9.0853,-78.5783,62.31,83,98,8.59,PE,1655195060
522,coroata,-4.13,-44.1242,70.07,99,35,1.9,BR,1655195061
523,goure,13.9835,10.2704,87.03,42,63,12.93,NE,1655195062
524,nikel,69.4128,30.222,51.98,59,72,12.62,RU,1655195063
525,ejido,8.5514,-71.2375,63.25,91,93,5.5,VE,1655195064
526,buzmeyin,38.0507,58.2056,100.13,17,40,13.8,TM,1655195065
527,gedzhukh,42.1279,48.0647,81.46,45,1,10.25,RU,1655195067
528,moerai,-22.4333,-151.3333,75.24,67,83,14.54,PF,1655195068
529,lensk,60.7253,114.9278,79.61,18,65,6.6,RU,1655195069
530,san agustin acasaguastlan,14.95,-89.9667,73.96,98,100,1.61,GT,1655195070
531,dongzhen,22.3797,110.9389,77.0,95,100,4.43,CN,1655195071
532,lichinga,-13.3128,35.2406,67.73,43,15,5.5,MZ,1655195049
533,half moon bay,37.4636,-122.4286,61.88,75,0,13.8,US,1655195074
534,ngoro,-7.6839,112.258,81.9,80,100,1.86,ID,1655195076
535,nuuk,64.1835,-51.7216,36.21,69,75,16.11,GL,1655195077
536,flin flon,54.7682,-101.865,56.97,72,100,8.99,CA,1655195078
537,montgomery,39.1501,-77.1997,75.42,94,0,1.99,US,1655195079
538,de aar,-30.6497,24.0123,50.0,66,96,20.74,ZA,1655195080
539,hirara,24.8,125.2833,86.27,89,75,17.27,JP,1655195082
540,texarkana,33.4251,-94.0477,80.82,69,0,13.8,US,1655195083
541,ibra,22.6906,58.5334,102.42,25,0,9.04,OM,1655195084
542,isiro,2.7739,27.616,81.93,59,86,0.11,CD,1655195085
543,doctor juan leon mallorquin,-25.4,-55.2667,44.33,98,1,3.76,PY,1655195086
544,tornio,65.8481,24.1466,62.62,72,95,5.37,FI,1655195088
545,west wendover,40.7391,-114.0733,49.21,34,0,6.91,US,1655195089
546,boundiali,9.5217,-6.4869,75.36,80,9,4.92,CI,1655195090
547,tambopata,-12.7333,-69.1833,54.5,82,26,0.69,PE,1655195091
548,bardiyah,31.7561,25.0865,77.52,64,0,15.55,LY,1655195092
549,gwadar,25.1216,62.3254,85.66,73,0,12.33,PK,1655195094
550,resistencia,-27.4606,-58.9839,48.25,94,0,5.75,AR,1655194850
551,nyurba,63.2842,118.3319,67.84,46,62,4.68,RU,1655195096
552,cantanhede,-3.6333,-44.3767,70.66,99,28,2.73,BR,1655195097
553,denizli,37.8402,29.0698,78.37,45,12,5.84,TR,1655195098
554,sorong,-0.8833,131.25,83.93,70,88,7.16,ID,1655195099
555,katastarion,37.8333,20.7667,82.29,57,0,4.61,GR,1655195100
556,srednekolymsk,67.45,153.6833,73.4,22,2,13.62,RU,1655195102
557,atbasar,51.8,68.3333,66.87,49,57,17.43,KZ,1655195103
558,ekibastuz,51.6667,75.3667,78.6,30,64,20.51,KZ,1655195070
559,terney,45.0503,136.6092,61.14,74,14,8.77,RU,1655195107
560,beringovskiy,63.05,179.3167,32.2,98,100,3.51,RU,1655195108
561,awjilah,29.1081,21.2869,81.55,40,0,9.55,LY,1655195109
562,mayskiy,47.6931,40.1025,83.61,40,92,8.21,RU,1655195111
563,zalantun,48.0,122.7167,70.9,67,61,10.18,CN,1655195112
564,altea,38.5989,-0.0514,87.21,44,98,3.0,ES,1655195113
565,flinders,-34.5833,150.8552,54.18,76,3,1.01,AU,1655195114
566,wote,-1.7808,37.6288,75.49,51,20,6.44,KE,1655195115
567,laguna,38.421,-121.4238,68.18,35,0,11.5,US,1655195116
568,kibala,9.1104,18.3463,83.03,61,95,6.44,TD,1655195118
569,hvide sande,56.0045,8.1294,60.1,82,75,11.5,DK,1655195119
570,mana,5.6592,-53.7767,75.0,90,100,3.49,GF,1655195120
571,fairbanks,64.8378,-147.7164,63.25,53,0,1.01,US,1655194851
572,khunti,23.0833,85.2833,102.31,20,76,8.05,IN,1655195122
