City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
171,petropavlovka,50.6114,105.3196,300.87,30,99,2.77,RU,1655102201
172,jalu,29.0331,21.5482,299.13,45,0,5.55,LY,1655102202
173,saint-joseph,-21.3667,55.6167,294.36,80,68,7.72,RE,1655102204
174,svetlaya,46.5389,138.3297,286.81,75,30,2.88,RU,1655102205
175,labuhan,-6.8844,112.2051,302.55,70,62,3.29,ID,1655102206
176,hirara,24.8,125.2833,304.3,79,75,9.26,JP,1655102207
177,rio gallegos,-51.6226,-69.2181,274.18,93,20,3.6,AR,1655102208
178,castro,-24.7911,-50.0119,275.65,75,0,1.12,BR,1655102210
179,barrow,71.2906,-156.7887,271.16,93,100,3.6,US,1655102129
180,mackay,-21.15,149.2,291.86,56,0,5.29,AU,1655102212
181,udachnyy,66.4167,112.4,293.78,22,13,5.73,RU,1655102213
182,bathsheba,13.2167,-59.5167,300.49,78,20,7.72,BB,1655101916
183,lavrentiya,65.5833,-171.0,277.2,71,100,1.84,RU,1655102215
184,road town,18.4167,-64.6167,300.2,78,9,8.51,VG,1655102025
185,hithadhoo,-0.6,73.0833,302.0,70,82,3.15,MV,1655102218
186,betanzos,43.2804,-8.2147,291.66,81,40,1.54,ES,1655102219
187,salalah,17.0151,54.0924,305.2,70,75,3.6,OM,1655101987
188,comodoro rivadavia,-45.8667,-67.5,286.07,35,0,6.17,AR,1655101926
189,tinskoy,56.1525,96.9161,299.93,39,100,4.45,RU,1655102222
190,kihei,20.785,-156.4656,298.06,88,40,7.2,US,1655102223
191,matamoros,25.5333,-103.25,298.29,42,4,2.68,MX,1655102157
192,ponta delgada,37.7333,-25.6667,290.1,88,20,4.63,PT,1655102225
193,victoria,22.2855,114.1577,305.47,82,90,8.49,HK,1655102176
194,flinders,-34.5833,150.8552,288.81,59,5,0.45,AU,1655102229
195,diego de almagro,-26.3667,-70.05,285.45,31,1,0.58,CL,1655102230
196,aguililla,18.7333,-102.7333,292.58,90,100,1.84,MX,1655102231
197,nacala,-14.5428,40.6728,295.77,69,75,4.96,MZ,1655102232
198,suez,29.9737,32.5263,300.15,46,0,2.26,EG,1655102234
199,obigarm,38.7173,69.7088,297.64,46,18,1.54,TJ,1655102235
200,acarau,-2.8856,-40.12,297.05,87,14,3.67,BR,1655102236
201,klaksvik,62.2266,-6.589,282.66,87,90,2.51,FO,1655102238
202,boguchany,58.3814,97.4531,300.86,30,52,4.29,RU,1655102239
203,quang ngai,15.1167,108.8,307.7,52,100,4.95,VN,1655102191
204,okha,53.5739,142.9478,291.02,60,61,3.32,RU,1655102241
205,norman wells,65.282,-126.8329,278.17,93,100,5.14,CA,1655102242
206,kasongo-lunda,-6.4667,16.8167,296.17,45,29,0.88,CD,1655102243
207,fushun,41.8558,123.9233,291.99,86,100,4.86,CN,1655102246
208,la ronge,55.1001,-105.2842,288.29,77,75,2.57,CA,1655102247
209,rawson,-43.3002,-65.1023,285.58,28,100,4.96,AR,1655102248
210,verin,41.9415,-7.4381,295.75,66,1,1.85,ES,1655102249
211,tiznit,29.5833,-9.5,298.0,48,65,0.94,MA,1655102251
212,ribeira grande,38.5167,-28.7,290.37,77,40,5.66,PT,1655102252
213,namibe,-15.1961,12.1522,294.28,54,0,3.85,AO,1655102253
214,diamantino,-14.4086,-56.4461,286.49,74,48,2.15,BR,1655102150
215,kununurra,-15.7667,128.7333,302.14,16,12,4.63,AU,1655102255
216,saint anthony,45.0205,-93.218,294.63,85,20,3.6,US,1655102256
217,antofagasta,-23.65,-70.4,285.75,76,13,2.6,CL,1655102258
218,yangliuqing,39.1375,116.9997,296.12,29,14,4.44,CN,1655102259
219,khobi,42.3156,41.8987,298.27,66,64,3.2,GE,1655102260
220,tura,25.5198,90.2201,301.49,82,97,3.07,IN,1655102261
221,katsuura,35.1333,140.3,293.04,67,100,6.54,JP,1655102263
222,katima mulilo,-17.5,24.2667,290.37,47,0,2.42,NA,1655102265
223,penalva,-3.2942,-45.1736,294.74,99,12,1.17,BR,1655102266
224,rocha,-34.4833,-54.3333,279.02,90,86,1.37,UY,1655102066
225,phuthaditjhaba,-28.5242,28.8158,284.39,28,34,2.88,ZA,1655102268
226,minab,27.1467,57.0801,309.81,47,0,3.24,IR,1655102269
227,biak,-0.9131,122.8766,301.06,71,50,2.56,ID,1655102270
228,chokurdakh,70.6333,147.9167,295.13,17,6,4.96,RU,1655102273
229,oruro,-17.9833,-67.15,271.93,37,0,1.14,BO,1655102274
230,haines junction,60.7522,-137.5108,283.12,62,100,3.6,CA,1655102275
231,shache,38.4167,77.2406,306.64,14,79,0.86,CN,1655102276
232,vostok,46.4856,135.8833,296.71,32,7,1.53,RU,1655102278
233,missoula,47.0166,-113.8009,282.51,91,96,1.62,US,1655102281
234,hastings,50.8552,0.5729,288.22,75,8,3.98,GB,1655102282
235,tateyama,34.9833,139.8667,293.31,68,100,7.24,JP,1655102283
236,mineros,-17.1167,-63.2333,282.42,41,0,2.17,BO,1655102284
237,krasnyy yar,46.5331,48.3456,301.11,32,71,6.85,RU,1655102285
238,lafiagi,8.8667,5.4167,300.22,71,72,2.51,NG,1655102287
239,aksaray,38.3726,34.0254,293.37,55,10,3.35,TR,1655102288
240,chino valley,34.7575,-112.4538,299.32,20,0,3.09,US,1655102132
241,goderich,43.7501,-81.7165,285.32,87,0,0.51,CA,1655102290
242,colares,38.7992,-9.4469,293.57,75,0,4.02,PT,1655102174
243,sibolga,1.7427,98.7792,303.38,63,20,2.68,ID,1655102292
244,salamanca,40.8333,-6.0,290.03,38,0,1.35,ES,1655102293
245,codrington,-38.2667,141.9667,284.47,78,100,2.05,AU,1655102294
246,kuah,6.3265,99.8432,304.14,70,20,3.09,MY,1655102296
247,salinopolis,-0.6136,-47.3561,298.54,83,2,3.04,BR,1655102297
248,komsomolskiy,40.4272,71.7189,299.55,41,100,5.14,UZ,1655102298
249,whitehorse,60.7161,-135.0538,280.58,94,100,3.09,CA,1655102233
250,hervey bay,-25.2986,152.8535,291.21,75,4,4.81,AU,1655102300
251,port pirie,-33.1833,138.0167,287.81,59,6,3.81,AU,1655102301
252,graham,47.0529,-122.2943,284.27,82,100,5.66,US,1655102303
253,coquimbo,-29.9533,-71.3436,283.0,93,100,3.09,CL,1655102304
254,hermiston,45.8404,-119.2895,285.82,80,100,8.75,US,1655102305
255,vila velha,-20.3297,-40.2925,294.12,87,100,6.17,BR,1655102141
256,anda,46.4,125.3167,294.54,67,100,6.66,CN,1655102307
257,bull savanna,17.8868,-77.5902,297.7,85,100,6.75,JM,1655102309
258,magadi,12.9667,77.2333,303.57,45,36,3.9,IN,1655102310
259,bubaque,11.2833,-15.8333,299.73,82,66,3.94,GW,1655102311
260,spas-klepiki,55.1347,40.1767,294.06,48,100,3.27,RU,1655102312
261,george,-33.963,22.4617,285.9,50,0,2.06,ZA,1655102313
262,llanes,43.4198,-4.7549,292.12,87,52,2.83,ES,1655102315
263,tuatapere,-46.1333,167.6833,279.92,77,87,7.35,NZ,1655102316
264,camapua,-19.5314,-54.0439,281.09,59,10,2.66,BR,1655102317
265,muncar,-8.4333,114.3333,301.05,80,100,3.28,ID,1655102318
266,nazarovo,56.0064,90.3914,300.11,37,98,3.19,RU,1655102319
267,felanitx,39.4696,3.1483,300.35,47,0,2.06,ES,1655102321
268,lengshuitan,26.4111,111.5956,294.55,97,100,1.22,CN,1655102322
269,los llanos de aridane,28.6585,-17.9182,292.01,93,75,0.45,ES,1655102323
270,domoni,-12.2569,44.5319,299.23,71,5,5.23,KM,1655102324
271,port hardy,50.6996,-127.4199,283.15,76,20,3.6,CA,1655102325
272,siloam springs,36.1881,-94.5405,301.6,82,0,5.14,US,1655102213
273,kavaratti,10.5669,72.642,301.53,75,100,7.19,IN,1655102328
274,nhulunbuy,-12.2333,136.7667,299.49,65,100,6.17,AU,1655102329
275,shingu,33.7333,135.9833,294.45,75,100,2.83,JP,1655102330
276,wajid,3.8093,43.2471,301.38,50,100,9.77,SO,1655102331
277,leshukonskoye,64.8989,45.7622,293.51,34,100,4.77,RU,1655102333
278,plaster rock,46.9065,-67.39,290.44,96,74,2.06,CA,1655102334
279,saga,33.2493,130.2988,294.12,88,75,4.12,JP,1655102336
280,broome,42.2506,-75.833,291.13,90,20,2.06,US,1655102051
281,rio cauto,20.5603,-76.9161,297.27,88,100,1.1,CU,1655102338
282,cabo san lucas,22.8909,-109.9124,302.38,69,7,5.51,MX,1655102339
283,san carlos de bariloche,-41.1456,-71.3082,274.95,93,40,1.54,AR,1655102340
284,lagoa,39.05,-27.9833,289.99,82,8,8.25,PT,1655102341
285,tual,-5.6667,132.75,300.78,78,100,4.34,ID,1655102079
286,hailey,43.5196,-114.3153,283.07,72,40,7.2,US,1655102344
287,batagay,67.6333,134.6333,293.72,37,87,5.54,RU,1655102345
288,sitka,57.0531,-135.33,283.09,87,100,4.12,US,1655102346
289,sokolniki,50.638,21.8065,296.04,68,57,1.34,PL,1655102348
290,kingman,35.1894,-114.053,303.86,8,0,7.2,US,1655102349
291,salmo,49.1999,-117.2689,286.53,85,100,0.44,CA,1655102351
292,adrar,20.5022,-10.0711,303.87,31,72,3.93,MR,1655102352
293,longyearbyen,78.2186,15.6401,277.06,87,75,2.06,SJ,1655102354
294,shiyan,32.6475,110.7781,308.65,21,3,4.58,CN,1655102355
295,sangar,63.9242,127.4739,287.35,71,100,3.12,RU,1655102356
296,paka,4.6374,103.4368,304.11,70,40,1.54,MY,1655102360
297,tabuk,17.4189,121.4443,305.2,62,100,0.91,PH,1655102361
298,abu dhabi,24.4667,54.3667,310.21,59,0,3.6,AE,1655102362
299,kargopol,61.5071,38.9456,286.36,87,100,2.93,RU,1655102364
300,lewistown,40.5992,-77.5714,293.08,100,100,0.0,US,1655102365
301,khatanga,71.9667,102.5,295.54,27,100,2.5,RU,1655102366
302,yining,29.0361,114.5636,302.79,56,100,0.5,CN,1655102367
303,pinehurst,35.1954,-79.4695,296.99,92,0,5.14,US,1655102362
304,pedernales,18.0384,-71.744,299.25,66,78,2.27,DO,1655102369
305,san quintin,30.4833,-115.95,290.5,91,62,3.9,MX,1655102371
306,talaya,61.3833,152.75,282.98,71,100,4.6,RU,1655102372
307,nisia floresta,-6.0911,-35.2086,297.36,93,13,2.36,BR,1655102373
308,gonaives,19.45,-72.6833,299.58,77,94,0.66,HT,1655102374
309,ajdabiya,30.7554,20.2263,298.49,57,0,6.96,LY,1655102376
310,markova,48.6758,24.4138,293.44,60,10,1.79,UA,1655102377
311,alekseyevsk,57.8406,108.3492,298.89,27,100,1.21,RU,1655102378
312,zlitan,32.4674,14.5687,297.63,59,0,7.2,LY,1655102379
313,safaga,26.7292,33.9365,304.85,38,0,6.68,EG,1655102380
314,hobyo,5.3505,48.5268,302.77,61,54,11.06,SO,1655102382
315,bambous virieux,-20.3428,57.7575,297.29,73,75,8.75,MU,1655102383
316,moroni,-11.7022,43.2551,299.69,67,4,3.77,KM,1655102384
317,mulege,26.8833,-111.9833,301.1,56,5,1.38,MX,1655102385
318,porbandar,21.6422,69.6093,304.03,66,80,5.89,IN,1655102387
319,fria,10.4167,-13.5833,295.49,95,99,0.9,GN,1655102388
320,ozerne,50.1782,28.7338,293.62,73,8,2.63,UA,1655102389
321,lebowakgomo,-24.2,29.5,281.65,34,0,1.41,ZA,1655102390
322,kemijarvi,66.7131,27.4306,289.54,60,85,1.64,FI,1655102391
323,omsukchan,62.5333,155.8,282.18,56,93,2.25,RU,1655102393
324,korla,41.7597,86.1469,309.3,6,9,0.64,CN,1655102352
325,mount gambier,-37.8333,140.7667,285.12,60,100,1.25,AU,1655102395
326,pozo colorado,-23.4923,-58.7972,278.63,66,0,2.05,PY,1655102396
327,poum,-20.2333,164.0167,297.55,82,100,7.12,NC,1655102397
328,bodden town,19.2833,-81.25,299.22,89,76,2.68,KY,1655102399
329,teknaf,20.8624,92.3058,304.15,67,94,3.69,BD,1655102400
330,krasnotorka,48.682,37.5327,298.86,53,97,2.97,UA,1655102401
331,katangli,51.7102,143.2326,287.26,70,1,4.16,RU,1655102402
332,suffolk,40.8668,-72.7996,294.22,94,100,3.6,US,1655102403
333,mujiayingzi,42.1167,118.7833,295.31,43,94,5.21,CN,1655102405
334,cervo,43.6702,-7.4101,290.2,91,100,7.63,ES,1655102406
335,parrita,9.5201,-84.3225,296.59,86,100,1.42,CR,1655102407
336,belmonte,-15.8631,-38.8828,295.25,83,11,1.59,BR,1655102408
337,tuktoyaktuk,69.4541,-133.0374,273.55,90,98,3.51,CA,1655102410
338,verkhnyaya inta,65.9811,60.3094,285.61,32,0,4.27,RU,1655102412
